DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2014-10,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2014-11,-0.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2014-12,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-01,0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-02,-0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-03,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-04,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-05,-0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-06,0.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-07,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-08,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-09,0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-10,0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-11,0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2015-12,-0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-01,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-02,0.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-03,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-04,-0.21,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-05,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-06,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-07,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-08,-3.58,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-09,7.99,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-10,1.57,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-11,-3.44,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2016-12,-5.88,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-01,1.89,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-02,-2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-03,0.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-04,3.86,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-05,-5.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-06,-2.57,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-07,7.56,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-08,-6.35,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-09,-0.1,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-10,1.75,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-11,-0.74,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2017-12,5.9,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-01,4.64,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-02,0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-03,-1.59,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-04,2.24,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-05,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-06,-0.27,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-07,0.44,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-08,0.94,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-09,-1.29,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-10,0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-11,-3.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2018-12,1.36,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-01,5.33,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-02,-0.96,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-03,-0.86,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-04,6.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-05,10.43,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-06,0.68,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-07,1.68,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-08,0.38,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-09,-3.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-10,4.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-11,-0.57,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2019-12,-1.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-01,-0.91,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-02,-5.42,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-03,-19.26,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-04,6.75,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-05,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-06,-0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-07,-14.48,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-08,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-09,1.98,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-10,2.3,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-11,5.72,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,REC,FCSA,2020-12,2.84,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-01,83.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-02,84.27,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-03,83,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-04,88.02,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-05,89.18,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-06,89.82,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-07,88.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-08,89.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-09,89.58,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-10,89.71,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-11,89.87,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2008-12,90.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-01,91.04,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-02,90.99,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-03,90.58,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-04,90.8,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-05,91.16,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-06,91.37,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-07,90.82,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-08,90.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-09,90.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-10,89.99,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-11,91.12,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2009-12,91.51,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-01,91.51,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-02,91.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-03,91.53,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-04,92.46,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-05,90.5,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-06,90.74,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-07,91.9,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-08,92.15,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-09,92.6,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-10,93.24,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-11,93.42,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2010-12,93.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-01,94.2,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-02,95.03,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-03,94.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-04,94.91,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-05,94.89,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-06,95.52,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-07,95.99,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-08,96.31,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-09,96.92,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-10,96.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-11,96.94,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2011-12,96.64,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-01,96.49,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-02,97.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-03,97.54,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-04,97.44,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-05,97.18,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-06,97.09,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-07,96.89,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-08,96.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-09,97.53,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-10,97.53,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-11,97.69,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2012-12,97.83,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-01,97.68,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-02,97.4,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-03,97.2,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-04,97.02,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-05,97.5,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-06,96.65,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-07,96.46,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-08,96.7,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-09,97.05,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-10,96.82,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-11,97.22,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2013-12,97.1,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-01,96.81,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-02,98.15,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-03,98.35,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-04,98.31,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-05,98.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-06,101.65,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-07,101.9,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-08,101.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-09,101.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-10,101.27,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-11,101.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2014-12,100.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-01,102.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-02,101.89,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-03,101.7,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-04,102.2,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-05,102.36,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-06,102.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-07,102.25,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-08,102.27,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-09,102.14,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-10,102.32,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-11,102.18,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2015-12,102.23,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-01,102.03,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-02,102.05,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-03,101.66,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-04,101.65,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-05,102.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-06,101.8,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-07,102.37,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-08,104.37,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-09,104.26,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-10,104.49,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-11,104.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2016-12,104.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-01,111.53,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-02,114.48,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-03,114.44,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-04,114.04,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-05,112.73,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-06,112.89,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-07,113.16,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-08,114.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-09,114.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-10,113.54,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-11,113.86,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2017-12,114.32,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-01,119.24,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-02,119.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-03,118.86,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-04,118.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-05,119.01,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-06,117.9,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-07,117.9,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-08,117.35,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-09,116.26,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-10,115.51,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-11,115.68,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2018-12,115.82,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-01,117.06,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-02,120.92,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-03,119.04,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-04,116.63,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-05,116.49,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-06,116.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-07,117.28,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-08,117.36,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-09,117.4,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-10,117.25,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-11,117.11,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2019-12,115.74,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-01,116.1,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-02,115.84,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-03,115.64,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-04,117.28,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-05,117.06,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-06,117.72,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-07,116.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-08,117.43,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-09,115.28,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-10,115.87,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-11,116.07,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,MIS,FCSA,2020-12,116.08,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG21,PERCENT,AE,M,FUR,FCSA,2021-01,-1.43,2,,
