DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-02,0.27,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-03,0.35,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-04,3.1,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-05,-0.63,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-06,0.34,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-07,-0.66,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-08,-0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-09,0.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-10,0.37,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-11,0.21,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2008-12,-0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-01,4.07,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-02,-2.89,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-03,1.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-04,0.35,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-05,2.62,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-06,0.33,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-07,1.92,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-08,-1.26,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-09,-0.09,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-10,-0.51,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-11,4.8,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2009-12,-1.67,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-01,0.84,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-02,-0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-03,0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-04,0.38,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-05,-0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-06,-0.58,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-07,0.81,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-08,1.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-09,-0.45,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-10,0.71,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-11,0.06,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2010-12,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-01,1.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-02,-0.97,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-03,-0.43,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-04,0.55,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-05,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-06,2.33,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-07,0.65,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-08,0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-09,0.73,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-10,0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-11,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2011-12,0.36,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-01,0.54,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-02,-0.95,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-03,-0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-04,0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-05,-0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-06,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-07,-0.06,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-08,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-09,0.41,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-10,-0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-11,0.06,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2012-12,0.27,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-01,-0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-02,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-03,0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-04,-0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-05,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-06,0.37,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-07,-0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-08,-0.07,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-09,0.09,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-10,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-11,1.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2013-12,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-01,0.5,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-02,0.59,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-03,0.87,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-04,0.85,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-05,0.4,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-06,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-07,-0.03,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-08,0.17,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-09,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-10,-0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-11,1.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2014-12,0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-01,0.76,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-02,-0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-03,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-04,0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-05,0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-06,-0.63,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-07,-0.01,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-08,-0.11,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-09,0.26,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-10,-0.44,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-11,0.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2015-12,0.21,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-01,-0.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-02,0.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-03,0.1,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-04,-0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-05,0.05,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-06,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-07,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-08,-0.21,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-09,0.63,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-10,-0.88,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-11,2.15,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2016-12,0.47,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-01,-0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-02,0.04,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-03,-0.78,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-04,-0.32,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-05,0.2,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-06,0.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-07,-0.44,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-08,0.45,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-09,-0.34,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-10,0.43,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-11,0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2017-12,0.09,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-01,3.41,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-02,1.71,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-03,-0.84,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-04,-0.49,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-05,0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-06,0.32,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-07,-0.21,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-08,0.29,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-09,0.84,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-10,0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-11,-1.73,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2018-12,0.12,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-01,3.48,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-02,0.86,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-03,-1.76,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-04,0.34,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-05,-0.58,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-06,0.06,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-07,-0.76,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-08,-1.13,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-09,0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-10,0.59,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-11,0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2019-12,-0.13,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-01,-0.26,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-02,0.25,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-03,-0.76,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-04,-0.75,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-05,0,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-06,-1.02,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-07,-0.43,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-08,-0.16,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-09,-0.6,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-10,1.31,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-11,-0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_MTHCHG,PERCENT,AE,M,FUR,FCSA,2020-12,0.39,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-01,89.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-02,89.66,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-03,90.13,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-04,91.34,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-05,92.27,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-06,93.09,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-07,94.15,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-08,94.52,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-09,95.12,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-10,95.24,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-11,95.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2008-12,94.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-01,94.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-02,94.61,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-03,93.81,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-04,93.68,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-05,93.53,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-06,93.57,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-07,93.92,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-08,94.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-09,94.95,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-10,94.85,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-11,95.23,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2009-12,94.68,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-01,94.52,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-02,94.36,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-03,94.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-04,94.42,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-05,94.35,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-06,94.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-07,94.72,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-08,95.23,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-09,96.05,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-10,96.6,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-11,96.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2010-12,96.31,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-01,96.05,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-02,95.79,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-03,95.58,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-04,95.49,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-05,95.67,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-06,96.09,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-07,95.94,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-08,95.8,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-09,96.14,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-10,96.55,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-11,96.54,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2011-12,96.46,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-01,96.75,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-02,96.32,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-03,96.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-04,96.25,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-05,96.45,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-06,96.42,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-07,96.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-08,96.71,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-09,97.15,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-10,97.07,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-11,97.02,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2012-12,97.04,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-01,97.17,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-02,97.03,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-03,97.14,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-04,97.12,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-05,97.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-06,97.63,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-07,97.6,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-08,97.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-09,98.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-10,98.29,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,ALL,FCSA,2013-11,98.39,2,,
