Date,Food & Beverages,Tobacco,Textiles/Clothing,Housing/Utilities,Furniture/Household,Medical Care,Transportation,Communications,Recreation/Culture,Education,Restaurants/Hotels,Miscellaneous,__sum,__headline,__residual
2020-03-01,0.5463534760371285,0.0643705586389336,0.002234636871508644,-1.3913084732896834,-0.058782010677767005,-0.0011892402076453478,-0.2170288832439582,-0.019180907483794918,-0.4253458823529413,0.0316297173802671,-0.06925051334702292,-0.1827956989247312,-1.7202932205997064,-1.6016200294550864,0.11867319114461994
2020-04-01,0.722725976618192,0.0643705586389336,0.40955518945634245,-1.4101625629812709,-0.09264069264069227,-0.0009251392428965444,-1.1461433135554537,0.001219152492380693,-0.3988549618320612,0.03447283804366248,-0.21045054200541966,0.03566835291091621,-1.9911651440973666,-1.8562764197757708,0.1348887243215957
2020-05-01,0.8580242167980017,0.06442577030812324,0.37777678171223633,-1.3962102456674907,-0.0748911465892597,-0.0009251392428965444,-1.7089284164858998,-0.0024395042297854163,-0.7645366128124745,0.03447283804366248,-0.24094078118437628,0.031315992789080836,-2.8228562465610785,-2.703194684627286,0.11966156193379263
2020-06-01,0.7843155984334692,0.0674157303370786,0.3532660173353585,-1.0039992327611003,-0.10850407978241136,-0.001982254106097625,-1.623063623789767,-0.006406219248180234,-0.8022593006546381,0.04229141986799791,-0.15445153704014766,0.041586867305061045,-2.4117906141033774,-2.357975236707943,0.05381537739543418
2020-07-01,0.6493808344446548,0.0674157303370786,0.37882352941176456,-0.9954292298828491,-0.09793531883793136,-0.0018501038323579077,-1.0792446043165456,-0.007018407323555254,-1.3580369061641142,0.04229141986799791,0.2645493257629523,-0.019099590723056538,-2.1561533212559616,-2.1382031751858377,0.017950146070123907
2020-08-01,0.6103418884364031,0.06585518102372023,0.3020030267960474,-1.026574973550062,-0.06741822214008515,-0.0018501038323579077,-1.432530332336908,-0.004577222167536155,-1.3646041927409265,0.043712980199695606,0.25876562915669027,0.0038173142467627487,-2.6130590269085565,-2.5884935516326646,0.024565475275891924
2020-09-01,0.5787390443879022,0.061076228529915344,0.16491181186531262,-1.0326335139318863,-0.09808541973490428,0.0013215027373987276,-1.0096524039777388,0.009813037887031006,-1.207224826248586,0.016589629380620252,0.19650492326798613,-0.11557069846678018,-2.4342106843037294,-2.37722288768083,0.056987796622899545
2020-10-01,0.6484274346343311,0.05992528795268237,0.1007744433688281,-1.173013565891471,-0.07613469985358705,0.0014536530111382896,-0.7488915685001395,0.02245039682539709,-1.258968383438203,0.05118077149340259,0.14722197607443646,-0.07532622601279257,-2.3009004803359776,-2.178126442085837,0.12277403825014055
2020-11-01,0.4223163841807916,0.060826240398588194,0.10042216358839036,-1.2206926658905688,-0.0833257195066242,0.002512752692235143,-0.901649921651765,0.020891972249752255,-1.0666015625,0.05118077149340259,0.1698263642806533,-0.05683545384681139,-2.501128674511956,-2.4059734513274367,0.09515522318451941
2020-12-01,0.4817141235455512,-0.0028276131045241737,0.13581918916542093,-1.0655206190616127,-0.06733144268593882,0.002512752692235143,-1.0577212891511591,0.021813676907829337,-0.9362601754524614,0.07200605092864927,0.16456332070150712,0.018800760324866418,-2.232431265189637,-2.0971914264597324,0.13523983872990453
2021-01-01,0.3848021462863601,-0.0030245393389879416,0.12229428011753184,-1.0774950093329343,-0.04578136659634957,0.010086321556773248,-0.7995705249772932,0.02242714455681123,-0.8097411390284753,0.06358592592592656,0.14810576297988148,-0.02989753660637291,-2.0142085344571288,-1.8596680229332363,0.15454051152389248
2021-02-01,0.18653773628178244,-0.0031781118151908982,0.038371071149298164,-1.1655845972677465,-0.044044127426939285,0.010086321556773248,-0.5483763734556281,0.025598815554564336,-0.7268178256266953,0.06358592592592656,0.006895655797266365,-0.00865082129428103,-2.16557633062087,-1.9113034969247433,0.25427283369612663
2021-03-01,-0.3218329819481304,-0.010389749915953761,-0.05373453500335359,-1.095013315312253,-0.007133533578882023,0.009947396796028718,0.627913017781284,0.02129334669726237,0.27737361594835336,0.06273397549612744,0.024168751941258802,-0.010253671072792514,-0.4749276821710505,-0.591631148399796,-0.1167034662287455
2021-04-01,-0.46870577777225664,-0.010591855552650187,-0.11156142754928706,-1.0822904222282008,0.017850846250979657,0.009808472035284187,1.6103597125304057,0.0044250481297568815,-0.17669951958180444,0.05944619046148394,0.0962933439490425,-0.24312247135344905,-0.2947878606806953,-0.5185163262772408,-0.22372846559654547
2021-05-01,-0.329642077569145,0.017500827948152775,-0.15880625437620818,-1.1022534665237482,0.015256005948380391,0.009808472035284187,1.5855576002103673,0.008687969703509334,-0.53427373188719,0.05944619046148394,0.07881834558187469,-0.2090456291551483,-0.5589457476223868,-0.7811133923986358,-0.22216764477624895
2021-06-01,-0.3102725791880985,0.01254923984909051,-0.14727482363632263,-1.3243420641658377,0.039350873760524506,0.010741325736413333,1.665943766587553,0.013899260058007169,-0.6467594746167029,0.05159599223830034,0.09126444799487672,-0.24251205411560406,-0.7858160894978,-1.0850242215845407,-0.2992081320867407
2021-07-01,-0.17519516201674368,0.012246081394045927,-0.19377712231834288,-1.3706939088818593,0.06222280275565595,-0.03178809619972618,2.000339956736133,0.015123806901890812,-0.02834134616882441,0.05159599223830034,0.06501396517336051,-0.2221900176473696,0.18455695196652042,-0.2592890781397128,-0.44384603010623325
2021-08-01,-0.1405009127523315,0.013728140078370865,-0.13882742178070892,-1.3356653113540216,0.06745763262604001,-0.031649092653673286,2.4261423221762697,0.011733284531303201,-0.0616000945150254,0.0501717912527083,0.06960751739586483,-0.21671156547713438,0.7138862895276621,0.14210103399570073,-0.5717852555319614
2021-09-01,0.09428222173299572,0.015810328159517884,0.004821081777570591,-1.1792994216441306,0.08897687092738452,-0.03474607697810865,2.3578652631366084,0.012342466107373107,-0.0970288493032064,0.04796829670724767,0.13623178017644386,-0.009978754061906158,1.4372452067377899,0.8631948933011113,-0.5740503134366786
2021-10-01,0.1567065563826137,0.024976822195836856,0.056494149254494024,-1.0243173837562731,0.049335187913790435,-0.032933351724137826,2.6094118548788434,0.01332879849847326,-0.27315207139509046,0.013403293960875518,0.21318329899333602,-0.04314776851180539,1.7632893866909565,1.0967057869479602,-0.6665835997429963
2021-11-01,0.37180504986961177,0.036497571267460005,0.07705393430521432,-0.92777704124676,0.05859289133212044,-0.032933351724137826,3.4249637354072355,0.011485509122300263,-0.5386038802087103,0.013403293960875518,0.2202678691242286,-0.07112452404614444,2.643631057163294,1.885970259954628,-0.7576607972086662
2021-12-01,0.4086542808459466,0.03771432626989757,0.042297464017839,-0.7902663218163781,0.05290091192752868,-0.032794675862068835,3.354628006648196,0.009634616001603823,-0.6241960680174955,-0.03856706963732644,0.1946672959854382,-0.06788711656441748,2.546785649798763,1.7495831240582627,-0.7972025257405004
2022-01-01,0.5173098125689107,0.018858359525499413,0.07191364281370363,-0.70691016781836,-0.0035430296930044846,-0.01337931034482751,2.424975069252077,0.029526769600962434,-0.5688297777381058,0.025177340393645407,0.48965517241379247,-0.008866020186027867,2.2758878607882655,1.6072325464590698,-0.6686553143291958
2022-02-01,0.7024286581663632,0.01784808842916541,0.08469263542300709,-0.6482376237623768,-0.01766004415011011,0.008965517241379438,3.3463057466163724,0.02325697709312773,-0.3559550147492626,0.025177340393645407,0.5076557443365706,0.0,3.694478025037882,2.781136638452253,-0.9133413865856292
2022-03-01,0.8326493108728945,0.022873481057898548,0.09245761851588644,-0.5358329189457971,-0.03677793324005627,0.009104345255690437,3.442276422764229,0.020143956812956464,-0.013030303030303114,0.01259118616968169,0.49354447030254023,0.02788947212043098,4.367889108656051,3.441011235955038,-0.926877872701013
2022-04-01,1.09998976772741,0.020018384230415798,0.03512733784321538,-0.4350009966115219,-0.012788490358677507,0.009932991722506878,4.240308641975308,0.018282686925229562,0.5710750695088048,0.019308414951028797,0.45331377112212906,0.18291273943447806,6.202480318470327,5.127433273128634,-1.0750470453416927
2022-05-01,1.1339013998782725,-0.004866421690336575,0.058270151636073936,-0.3540734824281111,-0.017599999999999838,0.009932991722506878,3.963773893488705,0.018288171182881306,0.7089636990468464,0.019308414951028797,0.457023039611965,0.1790164596586891,6.171938317058521,5.136194592421339,-1.0357437246371815
2022-06-01,1.142319368548878,0.0005988023952097077,0.06253740275284222,-0.2353841536614643,0.002567188126754871,0.009932991722506878,5.038131669015502,0.018908109189080792,0.9597166841552989,0.04323405956426165,0.308357406116147,0.20482584553255948,7.555745373457577,6.501859109637231,-1.0538862638203454
2022-07-01,1.237212585720048,-0.0038933812518717748,0.08139977940439151,-0.10258724428399539,-0.007039999999999935,0.053906329371126646,6.135335828245027,0.01921999999999995,1.116853814671004,0.043653807715370266,0.3514291405238522,0.2223888157228245,9.147879475837776,7.878119675253092,-1.2697598005846835
2022-08-01,1.2496389891696753,-0.0038933812518717748,0.11874560257312293,0.027397810585521754,-0.0038400000000002876,0.05375863470134097,4.217871602082131,0.01984595378613614,1.1560506863780355,0.043653807715370266,0.3477897252090799,0.22447087280790184,7.451490303756444,6.497401039584161,-0.9540892641722829
2022-09-01,1.0325238422967267,-0.015573525007487321,0.12310231023102292,0.19546460176991468,-0.005116929842094465,0.05375863470134097,2.88959813175051,0.018917567026810755,0.7861856531272844,0.05373313343328352,0.5101711783439488,0.1335187760778865,5.7762833739091475,5.07781324820431,-0.6984701257048371
2022-10-01,1.1620483697248616,-0.01881560705090124,0.19723461195361291,0.4943521594684377,0.06934291991212334,0.05212010549807276,1.5151602104256332,0.01114773748876261,0.8736522480289795,0.05373313343328352,0.6560661582648315,0.16151018380526522,5.227552230952962,4.666202367923589,-0.5613498630293732
2022-11-01,0.923135345666989,-0.031418224527747896,0.10950177235131923,0.5182266505636113,0.02391629297458877,0.05226212213430732,1.5928977794090649,0.014865134865135188,0.8633401661452151,0.05373313343328352,0.7519376787299081,0.15429368400079682,5.026691535746471,4.417869144099629,-0.608822391646842
2022-12-01,0.8353478429848427,-0.036928487690504164,0.10266811066259782,0.6285556003223176,0.015592680986475926,0.05211481894715493,1.68698604992658,0.015179374437893921,1.0321846484165327,0.08586102719033253,0.7889666042754407,0.18160095579450514,5.388129226254169,4.745896776745107,-0.6422324495090628
2023-01-01,0.8212539851222114,-0.0408995919992039,0.12471976986410117,0.7184374999999977,0.08706166868198295,0.026320501342882663,0.7255606233371362,0.013854404608203507,0.8116963275383194,0.023775945972788516,0.5964241793586226,0.21181133571145522,4.120016649538497,3.687592684132457,-0.43242396540604044
2023-02-01,0.8637457871930656,-0.04015143967320912,0.16123034319058477,0.8363241824788104,0.12301483200484284,0.0037004405286344523,0.5955956678700348,0.01354249404289134,0.5691557788944721,0.023775945972788516,0.57966021708353,0.17776020559454367,3.9073544551809896,3.6176470588235254,-0.2897073963574641
2023-03-01,0.8317735413056032,-0.04142956973145662,0.17433593364273786,0.9475093462665423,0.12455767869780629,0.0037004405286344523,-0.1621667805878339,0.012932061978545706,0.30406758448060034,0.03724220384577044,0.5669252601702935,0.23224534069618413,3.0316930412934275,2.841625448550089,-0.1900675927433384
2023-04-01,0.8108415466262318,-0.03985180734955451,0.1715129441874203,0.9741873611952327,0.10368141237837278,0.003013698630136963,-1.3025113609184422,0.01478684288979446,-0.07352532111592924,0.058077994428969014,0.6043846300171204,0.20683811212927453,1.531436053098627,1.3458050968788937,-0.18563095621973336
2023-05-01,0.5950506186726655,-0.04121756487025962,0.09607881580237244,1.0940072639225165,0.10103569632981432,0.003013698630136963,-1.0082321730042607,0.016332007952286197,-0.17554839832869087,0.058077994428969014,0.5702648818000576,0.1615717092337917,1.470434550569399,1.3479923518164627,-0.12244219875293627
2023-06-01,0.5223364485981294,-0.041392379812487556,0.11919537979639795,1.1129646418857695,0.08593186372745479,0.003013698630136963,-2.1995060619667712,0.015404492148678029,-0.20472677361242145,0.03406865169650812,0.5720668257756555,0.15715124241831405,0.17650802928536427,-0.15097188148708307,-0.3274799107724473
2023-07-01,0.4176399814900495,-0.03678091801964323,0.12206673842841767,1.1421544960772492,0.09268390459009837,0.03177460379573489,-2.9724429651203117,0.018485390578413495,-0.2923025658113966,0.03032640949554897,0.541022964509395,0.1641668298413947,-0.7412051301450497,-1.3193347579671166,-0.5781296278220669
2023-08-01,0.338813793103447,-0.03658047704950895,0.08516542155816481,1.3243050677370798,0.12494993992791378,0.03177460379573489,-1.735053473936131,0.017562866514262997,-0.15960386151797562,0.03032640949554897,0.5209092634776004,0.09846153846153811,0.6410310915676752,0.4411488642763306,-0.19988222729134464
